1001,10001,10001
31,32,762
14,91,591
10,62,87
97,69,641
42,97,210
37,54,597
31,66,150
35,57,255
78,12,747
90,89,587
25,65,917
60,74,558
65,50,209
76,8,492
99,49,106
33,96,411
92,19,472
67,52,728
8,80,937
80,1,377
79,16,643
83,18,232
6,6,699
45,10,574
42,52,513
69,91,823
7,15,368
74,28,504
40,46,705
96,22,343
4,69,619
87,81,38
30,5,24
69,87,296
41,57,456
2,82,584
48,12,580
80,99,375
34,2,619
78,23,226
76,98,6
60,55,462
84,85,896
33,2,389
52,45,567
61,71,510
10,60,801
82,91,714
36,82,782
62,81,570
43,45,436
46,48,434
51,68,221
25,53,889
21,26,645
22,85,798
86,45,755
9,7,497
49,28,653
59,61,133
53,3,138
74,12,730
19,5,212
62,75,393
26,29,753
95,20,945
15,69,518
87,85,234
1,72,633
91,93,446
79,1,134
21,97,179
25,73,576
52,56,136
43,30,552
7,99,398
78,37,862
94,1,601
10,69,403
7,38,861
74,87,359
91,4,913
58,29,68
78,39,401
35,89,516
76,67,512
78,17,737
68,83,201
67,42,406
82,60,428
70,48,630
26,47,210
54,27,667
61,86,927
50,97,880
95,69,123
91,36,619
37,54,161
8,94,581
2,82,482
4,4,829
13,14,86
77,1,680
39,89,4
12,71,897
27,23,233
71,76,756
42,39,158
12,51,57
23,17,923
80,97,954
95,39,985
36,6,790
74,69,494
5,84,208
39,58,663
9,10,413
63,68,739
3,45,107
12,86,774
24,6,452
28,81,350
65,95,871
42,72,906
17,90,784
84,62,36
20,7,271
61,10,543
44,13,585
8,72,46
15,29,663
73,12,329
81,69,648
27,35,489
8,90,353
40,43,227
96,72,328
71,63,147
12,57,290
74,75,959
38,29,979
77,87,240
18,52,468
28,63,469
19,56,57
53,90,865
17,68,167
64,6,217
29,48,374
46,84,236
41,53,968
58,29,60
18,36,710
13,36,20
50,72,997
34,47,387
46,41,854
20,25,411
10,18,415
62,38,480
13,54,865
38,56,305
38,76,58
47,4,964
67,83,453
2,29,865
89,89,368
40,49,735
73,21,136
91,11,42
4,4,763
10,86,615
83,87,707
98,81,987
43,46,497
32,43,923
18,62,990
16,86,738
39,30,810
75,11,556
8,95,924
9,62,835
60,95,546
70,76,660
11,15,987
62,54,528
63,32,338
73,99,941
54,5,643
30,37,116
96,83,631
4,50,860
94,2,352
3,85,426
75,61,819
45,36,929
79,46,204
24,49,275
61,58,580
72,82,362
19,13,969
30,58,386
66,82,977
94,17,9
33,85,512
3,51,378
70,69,455
8,17,102
62,88,266
22,76,634
51,68,976
16,51,43
79,75,495
52,97,272
93,72,592
59,76,634
86,5,545
65,27,900
95,84,880
63,12,847
81,14,645
93,19,164
56,39,659
22,48,192
55,38,670
55,95,65
88,24,698
53,69,390
79,13,153
7,45,351
54,90,658
92,29,968
98,17,395
20,16,472
21,52,809
25,43,920
68,29,800
66,89,151
58,2,894
49,25,346
98,22,43
84,19,254
73,25,811
30,80,848
52,51,214
77,52,428
32,62,257
62,93,681
63,49,203
38,61,776
66,7,258
32,92,238
56,60,441
55,91,495
87,54,767
17,35,231
11,62,11
33,48,597
71,52,159
52,58,985
97,98,744
41,33,814
39,5,797
59,82,3
66,15,649
39,90,868
39,29,393
18,92,454
63,17,995
4,22,715
21,75,405
35,22,176
91,54,1000
12,49,845
65,68,675
11,21,364
48,63,115
30,86,276
59,92,203
78,12,285
77,68,473
52,2,533
64,47,484
34,83,932
3,92,641
54,45,803
30,52,342
98,17,413
38,85,12
64,99,318
38,6,465
90,17,384
78,56,258
57,64,187
48,93,773
79,71,363
34,68,427
14,80,81
95,85,956
90,32,854
93,67,924
58,84,848
36,1,620
6,60,202
29,66,995
58,32,698
32,57,182
15,89,581
21,30,586
11,63,104
43,81,608
59,24,976
9,47,583
6,47,46
10,90,177
31,76,472
7,75,105
94,40,720
77,32,522
92,45,883
17,14,354
55,71,287
23,52,319
88,48,653
5,1,635
96,19,713
34,59,827
81,4,539
95,1,728
42,98,343
94,93,129
26,62,461
42,32,352
87,36,527
24,11,548
25,70,212
61,25,501
97,1,42
74,73,182
28,17,395
80,56,829
79,34,623
13,35,630
52,87,343
43,24,74
67,88,125
34,33,175
28,15,569
46,56,971
99,81,183
73,93,269
9,44,590
3,96,849
74,36,9
37,70,901
86,49,355
45,26,825
13,14,566
65,97,362
65,15,629
25,14,117
23,2,988
10,10,751
21,29,643
7,32,907
33,77,583
53,46,569
24,42,929
7,88,124
13,77,952
26,45,943
62,6,308
36,77,757
17,82,203
80,37,347
17,82,270
20,61,795
82,65,915
95,76,317
48,87,298
45,47,97
75,16,205
39,40,318
21,72,441
2,16,328
48,6,990
56,86,82
44,42,419
59,26,585
10,67,885
4,29,366
80,69,557
27,32,506
44,24,538
85,32,627
73,38,821
84,25,69
44,32,111
67,21,177
3,2,398
1,66,964
22,4,451
98,46,254
35,60,768
60,75,184
79,72,156
8,25,186
53,9,694
20,77,306
88,51,41
50,75,464
72,9,175
87,2,851
52,83,483
12,86,686
14,24,856
55,19,130
31,45,165
81,10,393
94,32,766
28,37,292
41,24,740
88,15,898
86,5,150
45,18,691
63,84,14
72,56,802
59,31,315
76,95,500
86,30,443
91,15,961
58,22,149
96,28,124
18,12,537
69,32,873
45,81,689
44,66,129
75,40,415
73,79,780
8,36,981
63,2,355
12,46,952
2,27,497
69,68,114
56,37,701
15,57,232
21,47,146
43,92,491
20,48,429
97,26,30
8,57,396
82,48,890
36,95,428
45,6,918
93,90,143
81,94,953
18,92,823
36,26,637
57,53,823
7,68,881
5,59,341
60,53,197
1,34,248
76,61,719
87,72,347
41,4,911
16,66,794
63,61,598
17,43,772
28,10,379
22,79,419
68,68,797
76,84,960
96,34,684
47,42,545
84,45,685
15,14,521
74,90,544
56,57,437
95,79,364
54,31,212
79,71,647
67,87,50
64,77,786
4,47,168
38,81,335
46,90,429
18,86,456
76,15,36
92,98,249
33,6,486
52,63,965
55,10,979
78,90,5
43,77,940
95,53,944
3,40,519
47,40,42
97,60,931
85,77,140
13,88,487
44,1,408
36,87,877
49,62,928
18,74,1
17,65,443
19,70,334
32,93,546
29,64,896
24,27,93
1,24,904
22,60,635
67,43,635
52,19,726
56,37,2
56,4,6
78,77,183
48,81,665
71,41,947
87,84,929
33,91,294
15,70,581
16,58,206
17,37,425
26,99,699
24,70,789
41,49,715
54,97,220
46,80,806
64,63,487
51,55,470
39,60,786
44,6,840
74,3,569
93,5,920
83,99,133
87,50,334
40,68,746
91,91,916
72,81,802
50,55,432
23,93,658
24,76,109
23,24,113
8,70,559
12,39,9
1,77,201
59,36,165
79,35,878
10,21,875
45,49,398
75,23,596
68,30,919
4,77,834
18,75,262
10,44,28
7,92,141
54,64,668
89,34,600
31,53,496
9,40,304
34,48,293
34,48,543
10,12,551
39,44,97
53,5,523
36,54,393
91,47,354
50,1,297
8,64,472
99,38,857
15,50,808
29,93,54
23,75,165
12,25,992
65,67,577
49,26,914
24,41,31
39,6,514
45,6,341
72,11,266
38,96,718
57,17,902
5,27,774
51,11,90
51,61,882
5,23,484
52,83,436
22,58,709
62,33,935
64,23,189
35,29,445
85,90,418
21,38,681
61,7,374
76,72,972
9,58,744
19,81,728
71,60,521
66,50,903
39,84,196
20,31,498
21,60,568
31,54,470
57,25,706
58,78,687
79,3,998
9,87,214
9,78,828
28,44,346
32,69,700
53,62,759
96,6,379
58,82,139
91,66,922
82,23,39
86,24,359
84,98,758
38,56,894
14,55,723
34,8,832
29,70,268
52,97,42
25,47,634
39,97,544
71,2,333
54,87,112
32,46,245
97,41,198
71,46,157
73,30,337
80,44,685
6,76,395
45,19,187
46,20,217
22,55,28
15,25,751
34,30,525
38,44,965
62,85,188
55,83,378
98,12,70
76,61,101
49,1,833
32,25,950
68,88,729
71,81,286
27,60,552
8,43,78
71,66,249
17,32,460
72,33,504
3,22,896
27,26,338
84,11,139
28,92,397
53,18,791
98,51,763
77,45,711
80,20,292
70,33,363
4,44,839
82,85,232
81,89,983
95,64,271
20,29,883
51,30,946
85,11,399
68,61,139
53,86,992
55,76,65
68,21,526
49,80,308
77,61,980
1,4,526
74,76,667
71,11,383
39,18,502
81,34,737
76,24,80
76,37,627
64,53,380
60,60,376
54,93,827
24,46,162
75,13,354
48,54,210
47,12,970
9,12,664
61,7,836
89,39,631
72,61,817
43,50,824
29,97,131
46,68,489
48,80,702
68,87,72
92,18,506
6,21,49
19,4,407
72,96,246
88,48,250
36,58,187
26,25,979
1,74,281
38,91,596
96,97,660
18,22,733
19,2,564
56,75,852
46,34,648
68,54,796
64,24,432
96,33,944
16,29,485
68,37,614
70,50,950
97,28,132
19,74,485
23,35,623
40,67,355
30,75,758
4,17,362
10,13,791
11,86,676
52,36,434
51,2,899
11,98,417
88,48,238
38,14,984
16,77,283
23,58,725
62,82,298
34,63,198
13,41,195
37,25,735
90,31,28
47,41,331
24,35,344
83,44,916
95,31,897
54,19,522
98,69,829
58,57,413
26,56,558
90,9,738
56,26,351
17,14,122
62,6,120
6,80,262
95,47,763
11,57,833
84,14,146
67,95,485
19,37,870
80,4,776
8,71,392
7,26,318
91,12,607
8,84,108
33,89,555
50,68,133
19,49,923
76,19,249
72,19,345
71,44,198
58,89,206
92,59,53
72,10,748
8,56,62
75,28,996
84,72,305
80,31,266
87,94,4
61,46,502
68,39,458
40,15,499
4,36,802
16,88,581
59,54,746
22,69,788
77,94,337
24,39,214
57,42,137
19,16,177
96,74,429
55,87,607
87,52,264
71,85,947
24,45,47
57,40,201
59,7,639
44,39,673
93,96,316
95,64,66
26,23,558
97,91,646
64,99,105
79,94,376
99,21,29
56,37,18
73,21,405
96,59,360
85,62,125
25,7,768
20,89,767
49,89,931
67,5,263
32,3,410
45,31,923
95,32,146
14,11,426
82,35,866
47,59,880
66,24,979
4,57,634
84,34,279
30,19,300
85,83,44
88,99,479
79,53,550
75,77,531
47,8,934
65,21,2
84,27,691
86,45,107
28,88,855
13,68,328
4,74,278
69,15,768
61,31,523
24,64,655
74,17,433
50,96,507
48,1,57
59,46,431
37,24,881
88,86,600
97,33,579
99,74,51
96,90,986
52,14,941
63,55,929
61,52,524
30,64,608
52,14,503
48,12,178
24,60,340
59,1,707
30,56,617
12,85,876
61,85,136
45,11,274
42,19,239
82,60,780
82,3,259
20,17,565
21,60,924
62,23,360
55,77,928
77,23,761
27,44,729
41,49,278
42,74,431
71,64,518
30,87,573
97,80,170
28,30,611
60,63,756
93,36,63
54,46,369
26,36,100
82,90,35
81,68,493
50,91,835
1,49,954
73,35,940
77,63,916
55,96,170
78,98,375
87,48,80
38,9,130
18,56,580
50,19,692
93,33,427
72,75,713
74,72,691
68,59,617
62,6,972
8,48,683
34,26,206
66,12,342
73,94,775
45,29,180
37,27,461
38,86,831
31,24,533
55,51,316
2,80,781
85,68,39
87,1,428
12,44,913
30,19,142
98,86,472
41,37,851
89,72,424
78,34,310
83,74,810
31,45,520
62,49,179
41,69,736
97,12,320
15,91,120
56,56,780
83,52,996
36,79,300
85,11,622
88,15,949
16,56,343
83,88,566
47,64,502
70,98,672
22,96,937
54,68,103
98,71,161
1,83,81
13,32,573
26,89,919
