1001, 10001, 10001
92, 70, 867
56, 84, 813
60, 98, 314
94, 53, 920
13, 48, 64
6, 21, 308
22, 79, 40
14, 67, 87
83, 75, 626
86, 70, 747
44, 47, 685
17, 54, 601
9, 56, 411
27, 78, 927
77, 16, 962
6, 26, 780
91, 10, 467
38, 76, 306
64, 96, 790
78, 55, 102
1, 52, 437
68, 52, 278
84, 46, 94
34, 44, 406
3, 96, 925
75, 59, 13
44, 33, 861
68, 78, 148
79, 64, 819
38, 1, 581
43, 45, 513
68, 83, 755
43, 41, 401
53, 28, 602
38, 55, 68
91, 10, 293
15, 98, 693
38, 29, 298
93, 66, 282
35, 84, 714
66, 62, 43
70, 13, 970
55, 59, 453
60, 5, 635
59, 69, 490
48, 76, 766
58, 77, 676
70, 26, 857
45, 30, 750
11, 58, 550
43, 59, 110
68, 16, 329
19, 50, 284
2, 65, 288
97, 84, 993
23, 35, 872
94, 37, 54
6, 66, 832
74, 61, 621
41, 96, 315
86, 16, 665
74, 90, 100
34, 90, 519
76, 71, 896
71, 52, 871
93, 75, 758
55, 48, 450
47, 71, 759
66, 16, 62
57, 13, 180
53, 7, 855
6, 57, 289
77, 97, 954
43, 38, 622
93, 15, 8
62, 77, 513
80, 76, 622
20, 25, 681
51, 93, 349
59, 34, 670
44, 65, 33
72, 77, 189
94, 26, 467
72, 63, 83
95, 30, 294
27, 90, 879
35, 5, 475
18, 68, 639
51, 15, 221
45, 9, 229
26, 41, 473
22, 5, 714
24, 29, 399
63, 31, 715
81, 99, 57
24, 24, 68
64, 38, 774
88, 43, 447
53, 59, 206
96, 3, 230
86, 51, 438
32, 37, 226
2, 38, 425
57, 50, 19
24, 10, 112
62, 1, 725
1, 59, 811
46, 49, 608
55, 73, 792
69, 66, 98
42, 52, 954
8, 39, 320
77, 4, 451
27, 39, 847
52, 99, 696
31, 78, 212
46, 22, 483
94, 91, 932
60, 11, 70
99, 59, 639
10, 63, 119
82, 21, 61
27, 40, 806
85, 34, 726
18, 6, 996
85, 24, 316
41, 3, 732
90, 85, 544
94, 17, 635
69, 80, 838
8, 76, 730
21, 73, 806
35, 61, 347
63, 11, 277
87, 27, 291
69, 20, 449
27, 39, 496
15, 25, 644
41, 6, 741
86, 94, 377
20, 79, 543
47, 29, 827
89, 53, 931
38, 60, 494
65, 17, 330
1, 35, 336
74, 93, 542
7, 71, 774
50, 91, 791
91, 73, 621
56, 56, 749
37, 93, 503
83, 87, 496
41, 78, 769
64, 92, 774
52, 91, 188
87, 55, 650
21, 89, 319
44, 82, 62
35, 47, 305
47, 96, 376
61, 24, 703
6, 30, 261
88, 77, 807
7, 2, 240
76, 99, 59
68, 96, 278
18, 57, 945
57, 12, 774
95, 63, 852
32, 52, 881
8, 1, 186
61, 82, 642
2, 13, 216
63, 30, 607
33, 86, 120
52, 53, 85
44, 29, 129
46, 50, 812
3, 41, 886
34, 81, 903
89, 40, 935
2, 70, 90
55, 84, 98
29, 61, 799
81, 21, 736
69, 55, 995
86, 59, 573
38, 91, 269
52, 73, 512
46, 87, 772
23, 58, 566
81, 86, 174
32, 2, 969
52, 31, 582
44, 71, 553
27, 34, 980
96, 58, 409
12, 30, 755
79, 70, 820
61, 39, 932
91, 37, 642
29, 14, 457
75, 8, 147
7, 17, 552
38, 9, 173
56, 32, 567
24, 50, 623
99, 6, 933
8, 65, 127
37, 88, 605
73, 40, 406
97, 92, 717
95, 7, 480
10, 11, 523
79, 7, 613
11, 71, 487
56, 97, 158
78, 46, 783
77, 11, 503
86, 84, 993
81, 56, 601
98, 36, 256
12, 59, 591
86, 27, 183
27, 18, 477
65, 48, 148
85, 49, 585
30, 56, 455
17, 78, 940
55, 64, 505
31, 55, 357
71, 55, 588
72, 22, 691
26, 69, 975
61, 66, 628
20, 86, 52
88, 25, 951
94, 28, 390
89, 81, 498
37, 92, 817
49, 40, 607
35, 42, 472
32, 63, 621
60, 7, 273
7, 36, 377
90, 52, 353
93, 85, 975
34, 44, 147
34, 88, 376
16, 71, 989
91, 50, 342
2, 35, 883
66, 69, 62
52, 44, 334
45, 42, 72
62, 29, 502
37, 85, 38
57, 31, 475
89, 3, 565
19, 30, 763
3, 64, 53
64, 96, 501
97, 91, 923
5, 30, 369
61, 85, 359
51, 99, 190
42, 93, 52
7, 25, 196
98, 83, 352
39, 72, 555
67, 86, 997
96, 41, 808
69, 8, 920
80, 52, 267
26, 81, 198
2, 26, 494
48, 12, 405
87, 87, 358
96, 15, 913
44, 15, 89
43, 75, 137
2, 26, 68
52, 22, 571
25, 47, 453
12, 43, 188
98, 3, 330
16, 13, 430
40, 52, 576
23, 12, 897
42, 24, 499
8, 25, 731
41, 32, 618
82, 86, 913
74, 66, 493
29, 78, 531
13, 25, 531
74, 90, 38
83, 60, 242
76, 84, 934
98, 14, 542
71, 4, 520
89, 70, 461
7, 5, 236
87, 16, 124
10, 41, 387
11, 7, 9
10, 96, 200
25, 15, 608
14, 5, 633
31, 23, 972
69, 49, 670
15, 78, 237
45, 3, 566
97, 92, 955
51, 85, 502
3, 80, 682
91, 55, 37
93, 3, 362
27, 17, 323
91, 66, 135
81, 54, 370
18, 5, 499
32, 73, 623
70, 37, 509
38, 3, 483
80, 21, 176
85, 66, 831
50, 81, 442
73, 32, 964
44, 31, 511
49, 25, 428
68, 24, 841
45, 16, 953
5, 90, 711
89, 3, 155
68, 50, 204
29, 29, 513
50, 78, 504
58, 35, 289
99, 16, 728
1, 71, 435
31, 22, 245
95, 13, 750
27, 5, 230
28, 32, 88
62, 20, 102
48, 90, 58
29, 36, 645
66, 93, 509
90, 30, 989
14, 36, 529
81, 30, 488
37, 18, 822
41, 53, 188
67, 69, 262
59, 15, 708
70, 28, 607
74, 40, 241
21, 95, 241
98, 19, 559
59, 73, 535
5, 46, 70
80, 52, 671
16, 63, 108
98, 16, 300
85, 95, 63
78, 15, 897
7, 78, 325
9, 94, 185
63, 58, 782
46, 3, 658
26, 64, 31
56, 88, 935
23, 22, 598
30, 18, 14
73, 58, 563
82, 9, 93
75, 55, 103
72, 5, 988
12, 21, 185
90, 85, 25
97, 55, 973
79, 16, 889
35, 45, 812
23, 91, 761
4, 70, 208
42, 84, 202
57, 33, 977
17, 59, 519
44, 61, 131
15, 76, 941
63, 83, 176
80, 67, 883
71, 85, 889
78, 85, 97
75, 30, 168
22, 7, 473
21, 55, 99
24, 14, 493
6, 50, 804
26, 91, 816
11, 64, 607
43, 6, 488
81, 52, 757
91, 88, 710
95, 94, 833
48, 62, 687
10, 30, 152
71, 64, 531
87, 75, 919
72, 69, 638
75, 48, 587
37, 46, 952
89, 58, 800
64, 48, 55
27, 18, 871
18, 18, 120
46, 36, 792
12, 41, 348
19, 3, 602
85, 58, 746
32, 1, 514
91, 27, 167
6, 6, 121
33, 80, 297
51, 44, 368
17, 57, 171
94, 69, 108
31, 2, 885
97, 82, 148
86, 5, 748
29, 79, 259
60, 11, 535
28, 88, 696
7, 18, 80
89, 6, 483
78, 95, 429
65, 47, 297
48, 41, 545
13, 62, 678
76, 34, 100
69, 47, 389
8, 61, 850
57, 66, 936
71, 8, 342
33, 60, 792
94, 74, 316
14, 16, 196
22, 61, 521
58, 32, 246
64, 23, 76
86, 73, 201
4, 27, 650
1, 44, 146
81, 30, 61
35, 26, 50
53, 11, 876
25, 26, 576
10, 14, 631
82, 70, 342
5, 59, 129
57, 45, 227
58, 99, 444
51, 19, 151
36, 69, 583
72, 66, 853
65, 60, 213
57, 47, 942
53, 92, 37
36, 72, 362
74, 59, 769
79, 56, 690
77, 53, 478
79, 92, 911
1, 75, 475
83, 11, 480
67, 63, 232
29, 99, 818
34, 85, 770
81, 6, 444
18, 85, 488
16, 33, 805
96, 5, 170
85, 77, 901
66, 48, 464
25, 57, 474
39, 95, 530
86, 23, 809
42, 94, 621
10, 65, 153
16, 26, 6
50, 5, 657
5, 2, 601
82, 89, 562
32, 68, 184
25, 46, 660
18, 18, 108
73, 52, 216
60, 56, 803
47, 21, 939
88, 54, 20
49, 5, 408
58, 80, 409
99, 16, 619
93, 84, 590
44, 86, 653
12, 77, 629
96, 75, 614
54, 95, 385
37, 41, 330
48, 10, 315
50, 59, 96
39, 23, 208
86, 16, 386
59, 17, 147
61, 59, 612
73, 74, 167
89, 19, 181
88, 66, 806
70, 99, 983
90, 1, 104
95, 63, 304
18, 40, 778
4, 81, 75
20, 15, 381
30, 96, 340
46, 18, 227
67, 33, 50
74, 86, 303
96, 19, 853
98, 90, 837
15, 28, 268
52, 83, 317
97, 91, 65
6, 96, 933
52, 61, 777
47, 19, 180
90, 59, 868
19, 22, 362
73, 85, 601
50, 74, 875
18, 70, 405
4, 69, 720
92, 76, 903
21, 67, 572
6, 39, 547
91, 95, 938
67, 42, 742
53, 10, 554
29, 68, 134
10, 96, 600
63, 2, 641
4, 31, 270
95, 4, 452
65, 31, 88
48, 38, 350
11, 39, 678
71, 84, 778
93, 3, 918
75, 31, 182
24, 62, 482
67, 15, 246
99, 97, 475
12, 64, 397
50, 94, 774
73, 78, 976
30, 61, 58
57, 44, 943
47, 49, 37
40, 29, 636
60, 61, 950
74, 11, 239
52, 86, 122
55, 86, 442
95, 56, 367
13, 66, 878
80, 78, 640
34, 48, 581
98, 23, 878
41, 18, 29
96, 54, 288
4, 62, 279
75, 45, 845
80, 8, 793
67, 86, 31
85, 77, 926
41, 12, 552
20, 35, 601
97, 16, 771
49, 34, 16
43, 50, 183
50, 40, 995
15, 17, 229
70, 33, 814
45, 96, 210
54, 17, 364
87, 54, 94
53, 78, 2
95, 29, 660
82, 62, 129
68, 74, 564
9, 4, 909
52, 59, 406
45, 79, 272
12, 16, 609
21, 51, 249
25, 45, 671
79, 16, 491
3, 10, 511
14, 25, 33
58, 62, 485
92, 74, 702
35, 92, 665
24, 78, 661
79, 96, 201
85, 67, 564
40, 97, 531
40, 90, 167
94, 9, 92
2, 24, 566
28, 17, 83
58, 48, 629
40, 62, 356
45, 19, 568
54, 35, 507
57, 17, 213
81, 92, 862
28, 85, 323
91, 10, 16
34, 98, 620
50, 91, 953
6, 86, 932
74, 15, 773
14, 76, 229
62, 71, 356
39, 62, 79
55, 27, 391
36, 96, 977
12, 55, 779
46, 96, 656
77, 2, 444
12, 18, 674
65, 57, 700
38, 41, 899
60, 85, 509
13, 19, 759
2, 48, 967
53, 50, 965
85, 42, 890
47, 36, 702
39, 84, 774
16, 89, 220
89, 42, 660
24, 73, 528
36, 49, 45
86, 40, 814
10, 47, 592
13, 3, 671
28, 13, 185
36, 65, 174
81, 61, 12
9, 87, 893
50, 48, 941
44, 92, 917
69, 74, 602
48, 7, 328
92, 5, 769
76, 74, 645
15, 36, 792
50, 40, 449
60, 38, 453
91, 81, 641
95, 14, 45
64, 91, 233
34, 89, 614
18, 72, 506
18, 19, 364
40, 71, 994
75, 42, 718
58, 36, 596
41, 83, 188
42, 50, 393
40, 37, 703
33, 78, 859
87, 88, 101
51, 63, 228
71, 30, 164
29, 40, 918
41, 55, 768
40, 19, 420
6, 23, 175
81, 77, 542
83, 42, 55
54, 16, 454
63, 18, 796
14, 99, 286
28, 71, 248
6, 29, 447
12, 6, 555
99, 27, 53
66, 28, 687
18, 85, 88
53, 40, 973
8, 87, 249
61, 79, 729
97, 68, 501
88, 25, 638
43, 84, 954
25, 39, 929
47, 20, 474
99, 64, 59
71, 31, 496
96, 59, 780
1, 54, 680
25, 67, 865
18, 66, 107
67, 58, 354
63, 64, 308
59, 56, 649
73, 89, 938
11, 73, 655
66, 61, 587
63, 97, 596
1, 76, 281
12, 20, 563
49, 86, 106
53, 22, 608
54, 11, 808
34, 18, 996
88, 37, 360
99, 50, 962
76, 20, 240
94, 62, 801
95, 78, 194
63, 48, 480
56, 42, 287
72, 67, 224
91, 42, 414
77, 10, 206
33, 97, 971
64, 72, 631
32, 45, 78
13, 73, 163
17, 65, 212
32, 90, 996
80, 99, 130
42, 66, 30
18, 65, 570
39, 93, 835
1, 94, 808
80, 46, 77
56, 12, 608
4, 45, 299
55, 93, 198
27, 49, 384
3, 79, 945
35, 89, 459
57, 8, 151
44, 30, 411
29, 22, 505
39, 54, 355
6, 51, 196
21, 42, 479
48, 62, 510
86, 56, 313
6, 76, 161
63, 59, 555
13, 6, 596
8, 30, 31
39, 30, 807
34, 96, 511
58, 41, 44
8, 35, 136
98, 48, 579
52, 92, 168
9, 15, 232
66, 5, 422
99, 53, 312
89, 99, 696
1, 71, 412
58, 97, 655
31, 16, 122
43, 93, 14
11, 2, 690
49, 56, 337
41, 62, 497
9, 54, 184
42, 56, 446
73, 33, 231
32, 35, 619
57, 73, 698
59, 12, 535
